,id,forma_pago,status
7317,OASZGBXP,efectivo,pendiente
7318,JKIGGB91,efectivo,pagado
7319,BMTZGBD1,efectivo,pagado
7320,ZFMYGBPQ,tarjeta,pagado
7321,CBOUGBFZ,efectivo,pagado
7322,SAOCGB40,transferencia,pagado
7323,QGSTGBBQ,transferencia,pagado
7324,XWGIGBC5,efectivo,pagado
7325,FWBXGBQ2,transferencia,pendiente
7326,VQCPGBQ2,transferencia,pagado
7327,IEDIGB0R,transferencia,pagado
7328,KUNBGBSX,transferencia,pagado
7329,PEOEGBGF,tarjeta,pagado
7330,EKKPGBMR,tarjeta,pagado
7331,HCZAGBX9,tarjeta,pagado
7332,VYNSGBB9,transferencia,pagado
7333,EVIRGBUY,tarjeta,pagado
7334,VGAOGBG0,transferencia,pagado
7335,ORHYGBVL,tarjeta,pagado
7336,ETLLGBOM,efectivo,pagado
7337,BHVUGBA7,transferencia,pagado
7338,QYNGGBP3,tarjeta,pagado
7339,VCGXGBXB,tarjeta,pagado
7340,EANTGBFQ,efectivo,pagado
7341,RCZXGBIF,tarjeta,pagado
7342,QWDUGBM5,efectivo,pagado
7343,AHOQGBNS,efectivo,pagado
7344,CTYCGB6X,tarjeta,pagado
7345,MIXNGBPT,transferencia,pagado
7346,ZGKGGBYK,tarjeta,pagado
7347,ERKQGBUK,transferencia,pagado
7348,NNGZGBYE,tarjeta,pagado
7349,RTUTGBF4,tarjeta,pagado
7350,QLEBGBYG,efectivo,pagado
7351,YFTSGBDY,tarjeta,pagado
7352,LAEHGBUV,efectivo,pagado
7353,HRLTGBUK,transferencia,pendiente
7354,ZZQYGBHR,transferencia,pagado
7355,WWZZGBXH,tarjeta,pagado
7356,ZSOQGB8C,efectivo,pagado
7357,QSTHGB9M,efectivo,pagado
7358,NPLVGB2X,tarjeta,pagado
7359,KEKHGB6J,transferencia,pagado
7360,OUXHGBIA,transferencia,pagado
7361,SPXUGBGV,transferencia,pagado
7362,PFEMGB8I,efectivo,pagado
7363,GUMWGB7D,transferencia,pagado
7364,VECGGBAS,tarjeta,pagado
7365,UIYSGB0M,transferencia,pagado
7366,AJFKGBLI,tarjeta,pagado
7367,VRSBGBJK,tarjeta,pagado
7368,LZUWGBR0,efectivo,pagado
7369,JNFFGBLM,efectivo,pagado
7370,CRKWGBVW,efectivo,pagado
7371,UYSSGBBD,efectivo,pagado
7372,HSOUGBYH,transferencia,pagado
7373,BBOCGB3X,transferencia,pagado
7374,EVOHGBQ3,efectivo,pagado
7375,YLBNGBNQ,tarjeta,pagado
7376,ASCAGBYV,tarjeta,pagado
7377,MHWYGBH3,efectivo,pagado
7378,GUXFGBVA,transferencia,pagado
7379,QKMJGBEV,tarjeta,pagado
7380,LGRWGBY1,efectivo,pagado
7381,XLYEGB6S,transferencia,pagado
7382,KMSHGBV9,tarjeta,pagado
7383,GSNBGBHI,efectivo,pagado
7384,BWQPGBN5,tarjeta,pagado
7385,YETDGB65,transferencia,pagado
7386,JHYTGB6O,efectivo,pagado
7387,ZGREGBJQ,efectivo,pagado
7388,TFNXGB3S,transferencia,pagado
7389,RSCQGBRU,transferencia,pagado
7390,IVFLGB5H,tarjeta,pagado
7391,IPAEGBW6,tarjeta,pendiente
7392,MYMYGB73,tarjeta,pagado
7393,UBGYGB67,tarjeta,pagado
7394,KXNUGBNC,efectivo,pagado
7395,HNLKGB6Z,transferencia,pagado
7396,SEUEGBOP,transferencia,pagado
7397,SDYBGBTS,efectivo,pagado
7398,TZNZGBTA,transferencia,pagado
7399,JXOFGBF7,transferencia,pagado
7400,LLBMGBSM,transferencia,pendiente
7401,SPZPGB88,efectivo,pagado
7402,WJMYGBE1,transferencia,pagado
7403,BUCTGBMB,tarjeta,pagado
7404,QIOTGBVR,transferencia,pagado
7405,GPCVGB9Y,transferencia,pagado
7406,TTQZGBNC,transferencia,pagado
7407,BPDKGBZF,tarjeta,pagado
7408,TALTGBG3,transferencia,pagado
7409,DDRFGBFN,efectivo,pagado
7410,MLDXGBEO,transferencia,pagado
7411,TGWXGBV3,transferencia,pagado
7412,QTVKGBDV,efectivo,pagado
7413,MKCQGBKB,transferencia,pagado
7414,OTAMGBJ6,efectivo,pagado
7415,WRCUGBSF,tarjeta,pagado
7416,JVYSGB9F,efectivo,pagado
7417,FNJZGBH9,transferencia,pagado
7418,LIKZGBT0,tarjeta,pagado
7419,SZKXGBP5,transferencia,pagado
7420,MQUOGBBY,transferencia,pagado
7421,RWDJGBSR,tarjeta,pagado
7422,CEJBGB8M,transferencia,pendiente
7423,GXJUGBPD,tarjeta,pagado
7424,DSQEGB00,transferencia,pagado
7425,GTDKGBL7,transferencia,pagado
7426,KINPGBSL,tarjeta,pagado
7427,SHXNGBZ6,tarjeta,pendiente
7428,TLHZGBKA,tarjeta,pendiente
7429,GVRWGB03,tarjeta,pagado
7430,HUZTGBKD,tarjeta,pagado
7431,PIICGBKB,transferencia,pagado
7432,LIVKGB3A,transferencia,pagado
7433,FTHNGBHP,tarjeta,pendiente
7434,ZOIPGBK8,transferencia,pagado
7435,PFPMGBOK,tarjeta,pagado
7436,WFQHGBJW,tarjeta,pagado
7437,VLQTGBHA,tarjeta,pagado
7438,CGWNGB3Y,efectivo,pendiente
7439,GEFBGBPQ,transferencia,pagado
7440,PLHZGBDD,efectivo,pagado
7441,MVTEGBW6,transferencia,pagado
7442,XOCKGB9K,transferencia,pagado
7443,WZKXGB1H,efectivo,pagado
7444,NHVLGBUG,efectivo,pagado
7445,FYVQGBDM,tarjeta,pagado
7446,IYLJGBJ0,tarjeta,pagado
7447,DKWCGBR3,efectivo,pagado
7448,WWTTGB2M,efectivo,pagado
7449,VFPZGBA5,transferencia,pagado
7450,YXMBGBB8,transferencia,pagado
7451,VJQQGBCT,efectivo,pagado
7452,OLABGBLQ,efectivo,pagado
7453,TPLGGBP7,efectivo,pagado
7454,LHLJGB4S,transferencia,pagado
7455,NODFGBD2,tarjeta,pagado
7456,JCCLGB63,efectivo,pagado
7457,JYJKGBIC,transferencia,pagado
7458,UNWQGBKV,transferencia,pagado
7459,HKKWGBJ2,transferencia,pagado
7460,TBGEGBX0,efectivo,pagado
7461,VHPWGB4T,transferencia,pendiente
7462,TCCQGBSV,tarjeta,pagado
7463,DMJZGBEW,transferencia,pagado
7464,UWEOGBP4,tarjeta,pagado
7465,EOBSGBE5,tarjeta,pagado
7466,AVDZGBB0,tarjeta,pagado
7467,XRMXGBL2,efectivo,pagado
7468,AANMGB8W,transferencia,pagado
7469,SBLKGBCB,tarjeta,pagado
7470,FOJPGBPP,transferencia,pendiente
7471,KTYQGB0L,efectivo,pagado
7472,VHJXGBAO,efectivo,pagado
7473,QKUHGBJT,transferencia,pagado
7474,VIJYGBKO,transferencia,pagado
7475,ZWOIGB2V,efectivo,pagado
7476,FVOMGBQM,tarjeta,pagado
7477,IROUGB39,transferencia,pagado
7478,OGEVGB6W,tarjeta,pagado
7479,MUJQGB1G,efectivo,pagado
7480,TFQCGB3R,transferencia,pagado
7481,UXADGBPL,efectivo,pagado
7482,YWPGGBL1,transferencia,pagado
7483,HQGYGB5L,efectivo,pagado
7484,SNVDGB00,efectivo,pagado
7485,IQNIGBLZ,efectivo,pagado
7486,MACXGB4P,transferencia,pagado
7487,WSCNGBQ5,transferencia,pagado
7488,KKYAGB06,efectivo,pagado
7489,CCGHGBVS,efectivo,pagado
7490,MFOUGBGA,transferencia,pagado
7491,KCAAGB24,transferencia,pagado
7492,ARHSGBTD,tarjeta,pagado
7493,WUYOGB7H,efectivo,pagado
7494,MYOJGBZM,tarjeta,pagado
7495,WQYBGB4J,transferencia,pagado
7496,GXYCGBT8,transferencia,pendiente
7497,HHCCGBTF,transferencia,pagado
7498,IVFVGBZ3,tarjeta,pagado
7499,BNGJGB4I,efectivo,pendiente
7500,NXKEGB6H,efectivo,pagado
7501,WXJVGBO6,tarjeta,pagado
7502,WTHHGBKL,tarjeta,pagado
7503,UOURGB3Q,efectivo,pagado
7504,MALOGBNX,efectivo,pagado
7505,YMUVGBRB,efectivo,pendiente
7506,HIYKGBCZ,efectivo,pagado
7507,MLEXGBFQ,efectivo,pagado
7508,RFSWGB2P,transferencia,pendiente
7509,LXQOGBXM,tarjeta,pendiente
7510,UWRQGBG0,efectivo,pagado
7511,CPMIGBWH,tarjeta,pagado
7512,NIDRGBXS,transferencia,pagado
7513,HENCGB6M,transferencia,pagado
7514,UXWVGB22,transferencia,pagado
7515,XDJVGBD5,efectivo,pendiente
7516,BRXDGBS1,efectivo,pagado
7517,SHBXGBG1,efectivo,pagado
7518,MHLEGB2X,tarjeta,pagado
7519,GDUJGBHD,transferencia,pagado
7520,VEQLGBLQ,efectivo,pagado
7521,VZCYGBCG,tarjeta,pagado
7522,WALXGB6N,transferencia,pagado
7523,PDBTGBKY,tarjeta,pagado
7524,KUKVGBOP,tarjeta,pendiente
7525,QASAGBVR,efectivo,pagado
7526,GAEGGB5M,transferencia,pendiente
7527,NFWZGB64,transferencia,pagado
7528,OSPXGBQI,efectivo,pagado
7529,EOYHGBUC,transferencia,pagado
7530,VQLQGBRN,efectivo,pagado
7531,LSXWGBJF,transferencia,pendiente
7532,REZFGBKK,efectivo,pagado
7533,SPYLGB1F,efectivo,pagado
7534,BYYWGBL9,tarjeta,pagado
7535,KYAVGB21,efectivo,pagado
7536,NYTMGBPQ,tarjeta,pagado
7537,ZWSEGB93,tarjeta,pagado
7538,VIWBGBPC,tarjeta,pagado
7539,YYKEGBCV,efectivo,pagado
7540,WULIGB8Q,transferencia,pendiente
7541,UGSBGBGN,transferencia,pagado
7542,JLZQGBCB,efectivo,pagado
7543,NIPKGBUX,efectivo,pagado
7544,VQTAGB7D,tarjeta,pagado
7545,LWRWGBAD,transferencia,pagado
7546,XEAZGBWE,transferencia,pagado
7547,QCXMGB01,efectivo,pagado
7548,THOMGB1D,transferencia,pagado
7549,VWOTGBA1,tarjeta,pagado
7550,OFKNGBC3,tarjeta,pendiente
7551,WFKKGBWG,transferencia,pagado
7552,NNKUGB7J,tarjeta,pendiente
7553,POGKGBRU,efectivo,pagado
7554,BZGHGBVV,tarjeta,pagado
7555,HWEKGBP6,efectivo,pagado
7556,YCHAGBY4,transferencia,pagado
7557,MGODGBAU,transferencia,pagado
7558,EPLUGBOG,transferencia,pagado
7559,GVNZGB5T,efectivo,pagado
7560,QPIZGBOL,transferencia,pagado
7561,DWBLGBDV,efectivo,pagado
7562,SONGGBB8,efectivo,pagado
7563,FXKAGBCX,tarjeta,pagado
7564,LBMDGBPY,tarjeta,pagado
7565,DMBNGBHU,transferencia,pagado
7566,DPVJGBHR,efectivo,pagado
7567,HPUBGBM6,transferencia,pagado
7568,RYIVGBSB,tarjeta,pagado
7569,OCPEGBUE,transferencia,pagado
7570,QDBMGBUZ,tarjeta,pagado
7571,VBNVGBYW,transferencia,pagado
7572,IWYTGBSO,transferencia,pagado
7573,WZYIGBFF,efectivo,pagado
7574,ULSCGBRZ,transferencia,pagado
7575,GAFSGBCS,tarjeta,pagado
7576,KIXEGBXJ,efectivo,pagado
7577,SKKCGBF3,tarjeta,pagado
7578,MGZZGBOK,transferencia,pagado
7579,HGIIGB6H,tarjeta,pendiente
7580,PNTRGB9S,efectivo,pagado
7581,DWOQGB9D,tarjeta,pendiente
7582,OXMZGB6V,tarjeta,pagado
7583,CDXPGBBA,efectivo,pagado
7584,SLLQGB1Q,tarjeta,pagado
7585,NZKIGBFF,efectivo,pendiente
7586,EAUFGB39,tarjeta,pagado
7587,RTXSGBA5,efectivo,pagado
7588,TFKYGB1R,transferencia,pagado
7589,QSHLGB5W,efectivo,pagado
7590,QJYRGBKO,efectivo,pagado
7591,UNDUGBFC,transferencia,pagado
7592,RBFSGBDD,transferencia,pagado
7593,HZKWGB50,tarjeta,pagado
7594,OTYIGBD8,efectivo,pagado
7595,FOWNGBVC,tarjeta,pagado
7596,FQNXGB0C,efectivo,pagado
7597,NOYGGBD6,transferencia,pagado
7598,GBSLGBPT,tarjeta,pagado
7599,RRGXGBLV,transferencia,pagado
7600,QYBTGBRY,tarjeta,pendiente
7601,KERBGBK2,transferencia,pagado
7602,PYHUGBFW,efectivo,pagado
7603,DTZJGBZ6,transferencia,pagado
7604,AKWVGBKN,transferencia,pagado
7605,XLPTGB83,efectivo,pagado
7606,OZYYGBV4,transferencia,pendiente
7607,YLQTGBTA,efectivo,pendiente
7608,FJABGBWQ,tarjeta,pagado
7609,NGTXGB7P,efectivo,pagado
7610,JFEXGB0F,transferencia,pagado
7611,EWBAGBUD,tarjeta,pagado
7612,YNLIGBB4,tarjeta,pagado
7613,IBGJGBYL,transferencia,pagado
7614,ECRXGB19,transferencia,pagado
7615,LZZSGBOF,transferencia,pagado
7616,JZGTGB0H,transferencia,pagado
7617,KEOCGBXF,efectivo,pagado
7618,AECPGB5Z,efectivo,pagado
7619,RWFXGBY0,efectivo,pagado
7620,XQIXGB0Q,efectivo,pagado
7621,LCVEGBIM,tarjeta,pagado
7622,GIIZGBUU,transferencia,pagado
7623,XQJWGBDG,transferencia,pendiente
7624,UKIVGBKT,tarjeta,pagado
7625,AMFEGBJZ,efectivo,pagado
7626,CDWJGB2R,tarjeta,pagado
7627,ICMFGBW8,transferencia,pendiente
7628,YFIDGB3E,efectivo,pagado
7629,HRCVGBF4,transferencia,pagado
7630,QFVOGB92,transferencia,pagado
7631,YOEPGB70,efectivo,pagado
7632,OMQYGBXS,tarjeta,pagado
7633,PGYJGBB9,transferencia,pagado
7634,PFVSGB2J,efectivo,pagado
7635,YIQZGBLQ,efectivo,pagado
7636,VKGDGBBO,tarjeta,pagado
7637,INDHGBVF,tarjeta,pagado
7638,TFCIGB3Q,tarjeta,pagado
7639,TRIBGBUB,efectivo,pagado
7640,KWCAGB99,efectivo,pagado
7641,SONMGB1J,transferencia,pagado
7642,VYDVGBP2,transferencia,pagado
7643,OBANGBC2,tarjeta,pagado
7644,XNZTGB8V,efectivo,pagado
7645,CTOOGB2G,tarjeta,pendiente
7646,MQAWGB0Q,efectivo,pagado
7647,VJCPGBKE,transferencia,pagado
7648,NUCIGBTR,transferencia,pagado
7649,IBERGBWR,transferencia,pagado
7650,XSQUGB5T,transferencia,pendiente
7651,WOCGGB46,transferencia,pagado
7652,LSETGBP9,tarjeta,pagado
7653,IEUAGBQR,transferencia,pagado
7654,SISXGB4B,tarjeta,pagado
7655,PXOMGBFO,transferencia,pagado
7656,NTGYGBOB,tarjeta,pagado
7657,XAQIGBI5,transferencia,pagado
7658,WFFKGBK0,tarjeta,pagado
7659,ECKPGB1W,transferencia,pagado
7660,HVQLGBFF,efectivo,pendiente
7661,FNAHGBND,tarjeta,pagado
7662,QEXRGB1S,efectivo,pagado
7663,RGSXGB6C,transferencia,pagado
7664,HZTWGBGK,efectivo,pendiente
7665,NLDCGBWA,transferencia,pagado
7666,PGNSGBQM,transferencia,pagado
7667,MAWVGBZP,efectivo,pagado
7668,TSUQGB3P,tarjeta,pagado
7669,QAXNGB63,efectivo,pagado
7670,SCGJGB49,efectivo,pagado
7671,CVVRGB68,efectivo,pagado
7672,RYJOGB1A,tarjeta,pendiente
7673,HZDOGBU7,tarjeta,pagado
7674,TOXHGBOR,transferencia,pagado
7675,ATKLGBKS,transferencia,pagado
7676,YMIUGB17,efectivo,pagado
7677,NATXGBQA,transferencia,pagado
7678,UZGDGB1S,transferencia,pagado
7679,IMZYGBCP,efectivo,pagado
7680,ZSVNGBU3,efectivo,pagado
7681,OPWXGBKK,transferencia,pagado
7682,DFDVGBFF,tarjeta,pagado
7683,YSHGGB05,transferencia,pagado
7684,SJMFGBOD,efectivo,pagado
7685,GYGBGBPH,efectivo,pagado
7686,ZJIVGBQP,efectivo,pagado
7687,LUOSGBNW,efectivo,pagado
7688,OPQAGB2U,transferencia,pagado
7689,JDAYGBXW,transferencia,pagado
7690,FHUNGB61,efectivo,pagado
7691,GMXBGBSF,tarjeta,pagado
7692,CVNXGBIH,transferencia,pagado
7693,NYXTGB00,transferencia,pendiente
7694,CASWGBFD,efectivo,pagado
7695,BXMQGB90,transferencia,pendiente
7696,HZUOGB4M,tarjeta,pagado
7697,XSPKGBT9,transferencia,pagado
7698,ICPVGBVN,tarjeta,pendiente
7699,FESWGBD6,tarjeta,pagado
7700,UTQZGB2D,tarjeta,pagado
7701,KKENGB75,efectivo,pagado
7702,SAEIGBRN,efectivo,pagado
7703,TCNWGBF7,efectivo,pagado
7704,CZQQGBN2,transferencia,pendiente
7705,MXYMGBID,transferencia,pagado
7706,KXUOGB9T,transferencia,pagado
7707,EDKWGBNK,efectivo,pagado
7708,NHYBGBIJ,efectivo,pagado
7709,ZGRYGBDI,transferencia,pagado
7710,BWKFGBID,tarjeta,pagado
7711,XLBXGB45,transferencia,pagado
7712,SVJVGBPK,efectivo,pagado
7713,QSWEGBT9,transferencia,pagado
7714,FFOBGBZE,transferencia,pendiente
7715,UPEBGBCR,tarjeta,pagado
7716,AARBGBS8,transferencia,pagado
7717,UXYRGBXA,efectivo,pagado
7718,NWZWGBUQ,tarjeta,pagado
7719,VJMSGBIY,transferencia,pagado
7720,MJRRGB2J,efectivo,pagado
7721,SDYIGBMP,transferencia,pendiente
7722,UEPZGBUS,tarjeta,pagado
7723,PKCEGBRE,efectivo,pagado
7724,ENUSGBA3,efectivo,pagado
7725,MRFUGBE4,efectivo,pagado
7726,ZZKCGBXD,transferencia,pagado
7727,QOHGGB5Y,tarjeta,pendiente
7728,LDJHGBNT,tarjeta,pendiente
7729,DCLSGB44,efectivo,pagado
7730,MHTHGBB9,tarjeta,pagado
7731,RJJRGBI7,efectivo,pagado
7732,QXTPGBRK,tarjeta,pagado
7733,CASXGB4O,transferencia,pagado
7734,TKGBGB4P,transferencia,pagado
7735,OOCBGBZI,efectivo,pagado
7736,NVCJGBYB,tarjeta,pagado
7737,KYOXGB6T,efectivo,pagado
7738,XCXMGBM8,efectivo,pagado
7739,REXCGBP6,transferencia,pagado
7740,TFMAGB2N,tarjeta,pagado
7741,QXQJGB8J,tarjeta,pagado
7742,YLRAGB7K,tarjeta,pagado
7743,MGXTGB8J,transferencia,pagado
7744,OUSRGB92,efectivo,pendiente
7745,LCZCGBWV,efectivo,pagado
7746,KEQGGBDU,transferencia,pagado
7747,TSMIGBQ0,transferencia,pagado
7748,HEILGBO1,transferencia,pagado
7749,DZYQGB42,tarjeta,pagado
7750,RJARGBA3,transferencia,pagado
7751,ENPLGB0X,transferencia,pagado
7752,NEJUGBU0,transferencia,pagado
7753,EAVPGBMR,tarjeta,pagado
7754,URWKGB51,efectivo,pendiente
7755,EHASGBM5,tarjeta,pagado
7756,QMUTGBLI,efectivo,pagado
7757,WQVRGBFP,tarjeta,pagado
7758,CYBKGBC4,transferencia,pagado
7759,NTXYGBAW,efectivo,pagado
7760,GYGVGB6L,tarjeta,pendiente
7761,RBYOGB9T,efectivo,pagado
7762,FFIHGBYD,efectivo,pagado
7763,KLOLGB49,efectivo,pagado
7764,ZEROGBPN,tarjeta,pagado
7765,OTRHGBVG,efectivo,pendiente
7766,BJIJGBXM,efectivo,pagado
7767,RHOAGBE2,transferencia,pendiente
7768,HVXRGBEH,tarjeta,pagado
7769,FKKOGB8N,efectivo,pagado
7770,NBYJGBW3,tarjeta,pagado
7771,NILUGB0Y,transferencia,pagado
7772,FPOUGB2W,tarjeta,pagado
7773,ZWBVGBKH,tarjeta,pagado
7774,UWVJGBEY,efectivo,pagado
7775,YOFFGB68,transferencia,pagado
7776,RFHWGB03,transferencia,pagado
7777,QKSYGBNE,tarjeta,pagado
7778,HEJOGB8F,tarjeta,pagado
7779,MWFKGB32,transferencia,pagado
7780,WVYNGBXU,tarjeta,pagado
7781,DBHQGBM0,transferencia,pendiente
7782,OTJSGBOK,tarjeta,pagado
7783,WZHVGBVZ,efectivo,pagado
7784,GONMGB29,efectivo,pagado
7785,HPWVGBVZ,transferencia,pagado
7786,JYNHGBKA,tarjeta,pagado
7787,TVMGGBT6,tarjeta,pagado
7788,YLCEGBIX,tarjeta,pagado
7789,MHDKGBHT,efectivo,pagado
7790,NWKUGBKT,tarjeta,pagado
7791,YPDFGB22,tarjeta,pagado
7792,VALCGBAV,transferencia,pagado
7793,LGJGGBKS,transferencia,pagado
7794,ACQOGB57,transferencia,pagado
7795,GYJVGBZB,transferencia,pagado
7796,LPKZGBD9,efectivo,pagado
7797,YZGOGBIK,efectivo,pagado
7798,CGTSGBB0,transferencia,pagado
7799,SAQGGB37,transferencia,pagado
7800,LRUNGB8U,transferencia,pagado
7801,RGMAGB9N,tarjeta,pagado
7802,MOBLGB36,transferencia,pagado
7803,JRRJGBWK,transferencia,pagado
7804,RWFWGBB0,efectivo,pagado
7805,LQHWGB8Q,transferencia,pagado
7806,KBBQGBFT,transferencia,pagado
7807,LXVSGBF7,tarjeta,pagado
7808,TSVRGBWF,transferencia,pagado
7809,GDWGGBF5,tarjeta,pagado
7810,UCOLGBC1,efectivo,pendiente
7811,MSWEGB6D,tarjeta,pagado
7812,SILZGB0D,transferencia,pagado
7813,OWYXGBAC,transferencia,pagado
7814,CYFKGB2A,efectivo,pagado
7815,FOQNGBTU,efectivo,pagado
7816,AUWSGB5W,transferencia,pagado
7817,YIHBGBWK,efectivo,pagado
7818,DNKRGBHG,transferencia,pagado
7819,HKTLGBHC,efectivo,pendiente
7820,WPEGGB3Y,efectivo,pendiente
7821,JFAMGBVK,tarjeta,pagado
7822,BINEGB6X,efectivo,pagado
7823,AMUAGBPL,tarjeta,pagado
7824,JMKPGB7M,tarjeta,pagado
7825,KGNXGBHN,efectivo,pagado
7826,XDWGGBPX,efectivo,pagado
7827,VHPOGBQY,transferencia,pendiente
7828,LRULGB9O,tarjeta,pagado
7829,DOFPGB67,transferencia,pagado
7830,DAQWGBK5,transferencia,pagado
7831,RDSRGB77,transferencia,pagado
7832,RVTGGBJQ,efectivo,pendiente
7833,MAOEGBXA,tarjeta,pendiente
7834,FXVCGBYS,transferencia,pendiente
7835,QCCEGB1L,transferencia,pagado
7836,BYUNGBWI,transferencia,pagado
7837,CSPRGB7Q,tarjeta,pagado
7838,TOHSGBRO,transferencia,pagado
7839,BLBBGB6C,tarjeta,pagado
7840,CRSTGBZ5,efectivo,pagado
7841,CWHOGBDP,transferencia,pagado
7842,AHDIGBV4,tarjeta,pagado
7843,WETSGBJI,efectivo,pagado
7844,LLTTGB05,transferencia,pagado
7845,RRTPGB3L,tarjeta,pagado
7846,VNSIGBT3,efectivo,pagado
7847,FFPZGBH3,transferencia,pagado
7848,NDRAGB9X,efectivo,pagado
7849,QHKSGBLK,tarjeta,pagado
7850,MCVXGBGN,efectivo,pagado
7851,KWSKGB74,transferencia,pagado
7852,EYDUGBJZ,transferencia,pagado
7853,YVAAGBPT,efectivo,pagado
7854,OILBGBTM,tarjeta,pagado
7855,ZTSUGBL4,efectivo,pagado
7856,SXKYGB58,tarjeta,pagado
7857,SUFPGBL9,transferencia,pagado
7858,GGQMGBX7,efectivo,pagado
7859,YNWFGBKI,tarjeta,pagado
7860,FQWVGBSD,tarjeta,pagado
7861,MYYVGBCU,efectivo,pagado
7862,BVTFGBYO,transferencia,pagado
7863,ODCGGBFH,tarjeta,pagado
7864,TMYTGBES,transferencia,pagado
7865,ZINLGBBE,efectivo,pagado
7866,IQSFGBW6,transferencia,pagado
7867,PFJLGBB4,efectivo,pagado
7868,ETWLGBNY,tarjeta,pagado
7869,BEUPGBLV,tarjeta,pagado
7870,SJRDGB0R,transferencia,pagado
7871,FXHPGBR9,tarjeta,pagado
7872,XIKEGB35,efectivo,pagado
7873,DKUJGBKM,efectivo,pagado
7874,CCQNGBHK,transferencia,pagado
7875,LRUOGB0I,transferencia,pagado
7876,LBXTGBPL,efectivo,pagado
7877,PBKQGBLF,transferencia,pagado
7878,HLDDGBH3,tarjeta,pagado
7879,OJQKGBHE,efectivo,pagado
7880,YKTMGBV8,transferencia,pagado
7881,WABUGBMP,transferencia,pendiente
7882,EEPYGBSE,efectivo,pagado
7883,UMVWGB2K,tarjeta,pagado
7884,UCGEGB1P,tarjeta,pagado
7885,ZIBTGBML,efectivo,pendiente
7886,BJTVGBPB,tarjeta,pagado
7887,EXOSGB7K,efectivo,pagado
7888,QSSYGBVB,tarjeta,pagado
7889,GFAOGB53,tarjeta,pagado
7890,CMOZGB8F,efectivo,pagado
7891,ICAFGB6H,transferencia,pagado
7892,UWVSGBEI,transferencia,pagado
7893,XREWGBK2,transferencia,pagado
7894,EVKBGBKW,efectivo,pagado
7895,HLKNGBLN,efectivo,pagado
7896,JZGCGB3T,transferencia,pagado
7897,GEUFGBWA,efectivo,pagado
7898,IHJXGB2G,efectivo,pagado
7899,OEDIGBIB,efectivo,pagado
7900,MOBAGBL9,tarjeta,pagado
7901,HUDVGBW3,tarjeta,pagado
7902,XAMHGBBK,tarjeta,pendiente
7903,QNVNGBYE,efectivo,pagado
7904,DPANGB4T,efectivo,pagado
7905,UWFQGBBB,tarjeta,pagado
7906,KDTKGB38,transferencia,pagado
7907,FJDNGB3T,transferencia,pagado
7908,WZGBGBI2,transferencia,pagado
7909,SGZNGBED,tarjeta,pagado
7910,EQVYGBEC,efectivo,pagado
7911,LWUWGBNS,transferencia,pagado
7912,YWXWGBHH,tarjeta,pagado
7913,JRBGGBWN,efectivo,pagado
7914,FKNQGB73,tarjeta,pagado
7915,DMKGGBML,tarjeta,pagado
7916,GGRLGBKZ,tarjeta,pagado
7917,ELWNGBJ9,transferencia,pagado
7918,COHKGBJ2,transferencia,pagado
7919,XRMXGBMJ,transferencia,pagado
7920,YMQQGBB6,tarjeta,pagado
7921,PYVOGBLF,efectivo,pagado
7922,CTEXGBJM,efectivo,pagado
7923,OAMLGB13,tarjeta,pendiente
7924,TVZSGB3U,efectivo,pagado
7925,OYJBGBIQ,transferencia,pagado
7926,CQYIGB8R,efectivo,pagado
7927,NPFAGB4L,transferencia,pagado
7928,KOUSGBQS,transferencia,pagado
7929,RQCQGBBG,transferencia,pagado
7930,THDIGB6G,transferencia,pendiente
7931,LFFRGBDZ,efectivo,pagado
7932,MTQTGBGA,transferencia,pendiente
7933,FTQYGBUB,transferencia,pendiente
7934,WHATGBDU,efectivo,pagado
7935,YZJGGBSX,tarjeta,pagado
7936,HDCYGB5W,transferencia,pagado
7937,MXIKGBXI,tarjeta,pagado
7938,JVKHGBCO,tarjeta,pagado
7939,ECCZGBK2,transferencia,pagado
7940,WOKXGB3F,tarjeta,pagado
7941,OTGOGB5J,tarjeta,pagado
7942,QKRCGB77,tarjeta,pagado
7943,CDZRGBF3,efectivo,pagado
7944,SRIWGB72,efectivo,pagado
7945,DUCRGBJZ,tarjeta,pagado
7946,UDIQGBCR,efectivo,pagado
7947,QVRDGBO6,efectivo,pagado
7948,JJQHGBOK,tarjeta,pagado
7949,NOIPGBDW,transferencia,pagado
7950,MTJMGBU6,tarjeta,pagado
7951,KVOIGB9S,transferencia,pagado
7952,BHRSGB0Y,efectivo,pagado
7953,MODGGBO4,transferencia,pagado
7954,BJGNGB3K,tarjeta,pagado
7955,CEUFGB6S,efectivo,pagado
7956,SDPKGB22,transferencia,pagado
7957,QKVAGBGI,transferencia,pagado
7958,HTTNGBOR,tarjeta,pagado
7959,GCFGGBVY,tarjeta,pagado
7960,NILSGBSY,efectivo,pagado
7961,WXFFGB9Q,transferencia,pagado
7962,XVFXGBII,tarjeta,pagado
7963,TJMKGBG2,efectivo,pagado
7964,LCHUGB6E,tarjeta,pagado
7965,YGHHGB4V,efectivo,pagado
7966,TKPAGBOM,efectivo,pagado
7967,NAGAGBRF,efectivo,pagado
7968,CMMNGB0J,efectivo,pagado
7969,FKQFGBCK,efectivo,pagado
7970,WLAUGB13,transferencia,pagado
7971,YMFKGB5L,transferencia,pagado
7972,AHOUGBYL,tarjeta,pendiente
